,line,datetime,dim,m_dist,anom_size,bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,hw12,hw23,hw34,hw45,hw56,hw67,hw78,hw89,anom
378,82,2020-05-06 14:58:32.751536,1,0.76882,0,4705,4710,0,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0.0
379,82,2020-05-06 14:58:32.751536,1,1.4404,0,4708,4715,0,0,0,0,0,0,0,1285,0,0,0,0,0,0,0,0.0
380,82,2020-05-06 14:58:32.751536,1,1.12638,0,4715,4717,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0.0
381,132,2020-05-06 14:58:30.395077,1,0.46668,0,4829,4834,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0.0
382,132,2020-05-06 14:58:30.395077,1,0.0742,0,4834,4830,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0.0
383,132,2020-05-06 14:58:30.395077,1,0.18294,0,4830,4848,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0.0
384,132,2020-05-06 14:58:30.395077,1,0.53527,0,4848,4687,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0.0
385,133,2020-05-06 14:58:30.411367,1,0.57103,0,4698,4684,0,0,0,0,0,0,0,897,0,0,0,0,0,0,0,0.0
386,133,2020-05-06 14:58:30.411367,1,3.60751,12,4697,4699,0,0,0,0,0,0,0,1753,0,0,0,0,0,0,0,1.0
387,1,2020-05-06 14:58:30.336594,2,0.79963,0,120,118,116,0,0,0,0,0,0,891,1190,0,0,0,0,0,0,0.0
388,1,2020-05-06 14:58:30.336594,2,0.64319,0,5529,119,123,0,0,0,0,0,0,929,1121,0,0,0,0,0,0,0.0
389,82,2020-05-06 14:58:32.751536,2,2.38519,0,4708,4715,4717,0,0,0,0,0,0,1285,481,0,0,0,0,0,0,0.0
390,132,2020-05-06 14:58:30.395077,2,0.48374,0,4829,4834,4830,0,0,0,0,0,0,350,472,0,0,0,0,0,0,0.0
391,132,2020-05-06 14:58:30.395077,2,0.24918,0,4834,4830,4848,0,0,0,0,0,0,472,414,0,0,0,0,0,0,0.0
392,132,2020-05-06 14:58:30.395077,2,0.51043,0,4830,4848,4687,0,0,0,0,0,0,414,576,0,0,0,0,0,0,0.0
393,132,2020-05-06 14:58:30.395077,3,0.54677,0,4829,4834,4830,4848,0,0,0,0,0,350,472,414,0,0,0,0,0,0.0
394,132,2020-05-06 14:58:30.395077,3,0.56818,0,4834,4830,4848,4687,0,0,0,0,0,472,414,576,0,0,0,0,0,0.0
395,132,2020-05-06 14:58:30.395077,4,0.71533,0,4829,4834,4830,4848,4687,0,0,0,0,350,472,414,576,0,0,0,0,0.0
396,1,2020-05-06 14:59:19.281600,1,0.11486,0,120,118,0,0,0,0,0,0,0,903,0,0,0,0,0,0,0,0.0
397,1,2020-05-06 14:59:19.281600,1,0.12415,0,5529,119,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0.0
398,1,2020-05-06 14:59:19.281600,1,0.73673,0,118,116,0,0,0,0,0,0,0,1178,0,0,0,0,0,0,0,0.0
399,1,2020-05-06 14:59:19.281600,1,0.26913,0,119,123,0,0,0,0,0,0,0,1027,0,0,0,0,0,0,0,0.0
400,44,2020-05-06 14:59:22.053041,1,0.24398,0,4844,4845,0,0,0,0,0,0,0,898,0,0,0,0,0,0,0,0.0
401,44,2020-05-06 14:59:22.053041,1,1.13555,0,4734,4855,0,0,0,0,0,0,0,1110,0,0,0,0,0,0,0,0.0
402,82,2020-05-06 14:59:21.793284,1,0.68581,0,4705,4710,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0.0
403,82,2020-05-06 14:59:21.793284,1,0.95718,0,4715,4717,0,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0.0
404,132,2020-05-06 14:59:19.246116,1,0.65288,0,4829,4834,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0.0
405,132,2020-05-06 14:59:19.246116,1,0.22493,0,4834,4830,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0.0
406,132,2020-05-06 14:59:19.246116,1,0.05203,0,4830,4848,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0.0
407,132,2020-05-06 14:59:19.246116,1,0.287,0,4848,4687,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0.0
408,133,2020-05-06 14:59:20.117526,1,0.56039,0,4698,4684,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0.0
409,1,2020-05-06 14:59:19.281600,2,0.77954,0,120,118,116,0,0,0,0,0,0,903,1178,0,0,0,0,0,0,0.0
410,1,2020-05-06 14:59:19.281600,2,0.28808,0,5529,119,123,0,0,0,0,0,0,900,1027,0,0,0,0,0,0,0.0
411,132,2020-05-06 14:59:19.246116,2,0.64101,0,4829,4834,4830,0,0,0,0,0,0,308,506,0,0,0,0,0,0,0.0
412,132,2020-05-06 14:59:19.246116,2,0.23625,0,4834,4830,4848,0,0,0,0,0,0,506,467,0,0,0,0,0,0,0.0
413,132,2020-05-06 14:59:19.246116,2,0.2927,0,4830,4848,4687,0,0,0,0,0,0,467,520,0,0,0,0,0,0,0.0
414,132,2020-05-06 14:59:19.246116,3,0.56849,0,4829,4834,4830,4848,0,0,0,0,0,308,506,467,0,0,0,0,0,0.0
415,132,2020-05-06 14:59:19.246116,3,0.44556,0,4834,4830,4848,4687,0,0,0,0,0,506,467,520,0,0,0,0,0,0.0
416,132,2020-05-06 14:59:19.246116,4,0.58545,0,4829,4834,4830,4848,4687,0,0,0,0,308,506,467,520,0,0,0,0,0.0
417,1,2020-05-06 15:00:11.086825,1,0.27595,0,120,118,0,0,0,0,0,0,0,835,0,0,0,0,0,0,0,0.0
418,1,2020-05-06 15:00:11.086825,1,0.10374,0,5529,119,0,0,0,0,0,0,0,892,0,0,0,0,0,0,0,0.0
419,1,2020-05-06 15:00:11.086825,1,1.03529,0,118,116,0,0,0,0,0,0,0,1269,0,0,0,0,0,0,0,0.0
420,1,2020-05-06 15:00:11.086825,1,0.28601,0,119,123,0,0,0,0,0,0,0,1021,0,0,0,0,0,0,0,0.0
421,44,2020-05-06 15:00:11.145616,1,0.00854,0,4844,4845,0,0,0,0,0,0,0,905,0,0,0,0,0,0,0,0.0
422,44,2020-05-06 15:00:11.145616,1,0.8834,0,4734,4855,0,0,0,0,0,0,0,1122,0,0,0,0,0,0,0,0.0
423,82,2020-05-06 15:00:13.101927,1,1.34361,0,4705,4710,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0.0
424,82,2020-05-06 15:00:13.101927,1,1.45064,0,4715,4717,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0.0
425,132,2020-05-06 15:00:13.101927,1,0.47978,0,4829,4834,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0.0
426,132,2020-05-06 15:00:13.101927,1,0.44441,0,4834,4830,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0.0
427,132,2020-05-06 15:00:13.101927,1,0.15963,0,4830,4848,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0.0
428,132,2020-05-06 15:00:13.101927,1,0.30471,0,4848,4687,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,0.0
429,133,2020-05-06 15:00:10.446521,1,0.87354,0,4698,4684,0,0,0,0,0,0,0,898,0,0,0,0,0,0,0,0.0
430,133,2020-05-06 15:00:10.446521,1,1.79532,0,4699,4690,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0.0
431,1,2020-05-06 15:00:11.086825,2,1.02604,0,120,118,116,0,0,0,0,0,0,835,1269,0,0,0,0,0,0,0.0
432,1,2020-05-06 15:00:11.086825,2,0.27337,0,5529,119,123,0,0,0,0,0,0,892,1021,0,0,0,0,0,0,0.0
433,132,2020-05-06 15:00:13.101927,2,0.52103,0,4829,4834,4830,0,0,0,0,0,0,356,528,0,0,0,0,0,0,0.0
434,132,2020-05-06 15:00:13.101927,2,0.52947,0,4834,4830,4848,0,0,0,0,0,0,528,475,0,0,0,0,0,0,0.0
435,132,2020-05-06 15:00:13.101927,2,0.3795,0,4830,4848,4687,0,0,0,0,0,0,475,502,0,0,0,0,0,0,0.0
436,132,2020-05-06 15:00:13.101927,3,0.52334,0,4829,4834,4830,4848,0,0,0,0,0,356,528,475,0,0,0,0,0,0.0
437,132,2020-05-06 15:00:13.101927,3,0.69178,0,4834,4830,4848,4687,0,0,0,0,0,528,475,502,0,0,0,0,0,0.0
438,132,2020-05-06 15:00:13.101927,4,0.66829,0,4829,4834,4830,4848,4687,0,0,0,0,356,528,475,502,0,0,0,0,0.0
439,1,2020-05-06 15:01:02.662907,1,0.30918,0,120,118,0,0,0,0,0,0,0,824,0,0,0,0,0,0,0,0.0
440,1,2020-05-06 15:01:02.662907,1,0.18933,0,119,123,0,0,0,0,0,0,0,989,0,0,0,0,0,0,0,0.0
441,1,2020-05-06 15:01:02.662907,1,1.01717,0,118,116,0,0,0,0,0,0,0,1263,0,0,0,0,0,0,0,0.0
442,44,2020-05-06 15:01:02.662907,1,0.26253,0,4844,4845,0,0,0,0,0,0,0,968,0,0,0,0,0,0,0,0.0
443,44,2020-05-06 15:01:02.662907,1,1.04063,0,4734,4855,0,0,0,0,0,0,0,1161,0,0,0,0,0,0,0,0.0
444,82,2020-05-06 15:01:02.284491,1,1.34361,0,4705,4710,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0.0
445,82,2020-05-06 15:01:02.284491,1,1.14541,0,4715,4717,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0.0
446,132,2020-05-06 15:01:02.638465,1,0.18963,0,4829,4834,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0.0
447,132,2020-05-06 15:01:02.638465,1,0.20799,0,4834,4830,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0.0
448,132,2020-05-06 15:01:02.638465,1,0.35306,0,4830,4848,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0.0
449,132,2020-05-06 15:01:02.638465,1,0.21336,0,4848,4687,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0.0
450,133,2020-05-06 15:01:02.662907,1,0.57193,0,4698,4684,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0.0
451,133,2020-05-06 15:01:02.662907,1,1.90043,0,4699,4690,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0.0
452,1,2020-05-06 15:01:02.662907,2,0.9914,0,120,118,116,0,0,0,0,0,0,824,1263,0,0,0,0,0,0,0.0
453,132,2020-05-06 15:01:02.638465,2,0.19354,0,4829,4834,4830,0,0,0,0,0,0,410,484,0,0,0,0,0,0,0.0
454,132,2020-05-06 15:01:02.638465,2,0.46646,0,4834,4830,4848,0,0,0,0,0,0,484,511,0,0,0,0,0,0,0.0
455,132,2020-05-06 15:01:02.638465,2,0.47319,0,4830,4848,4687,0,0,0,0,0,0,511,485,0,0,0,0,0,0,0.0
456,132,2020-05-06 15:01:02.638465,3,0.4278,0,4829,4834,4830,4848,0,0,0,0,0,410,484,511,0,0,0,0,0,0.0
457,132,2020-05-06 15:01:02.638465,3,0.61581,0,4834,4830,4848,4687,0,0,0,0,0,484,511,485,0,0,0,0,0,0.0
458,132,2020-05-06 15:01:02.638465,4,0.63914,0,4829,4834,4830,4848,4687,0,0,0,0,410,484,511,485,0,0,0,0,0.0
